layout,channel,x,y,z
standard_1005,F10h,0.0727981,0.041821800000000006,-0.031026
standard_1005,FT9h,-0.0829559,0.0133203,-0.030808
standard_1005,FT7h,-0.0801139,0.0163903,0.006849999999999999
standard_1005,FC5h,-0.0712099,0.0208203,0.041324
standard_1005,FC3h,-0.0485119,0.0245292,0.06913599999999999
standard_1005,FC1h,-0.017343900000000002,0.027024100000000002,0.086923
standard_1005,FC2h,0.0184181,0.0272709,0.086437
standard_1005,FC4h,0.0495481,0.0252378,0.06843
standard_1005,FC6h,0.0732191,0.022006699999999997,0.041297
standard_1005,FT8h,0.0815801,0.0176837,0.006564
standard_1005,FT10h,0.0833711,0.013547700000000001,-0.030749
standard_1005,T9h,-0.08513209999999999,-0.0170557,-0.028731000000000003
standard_1005,T7h,-0.0829461,-0.0148827,0.010009
standard_1005,C5h,-0.0752941,-0.0126397,0.047904
standard_1005,C3h,-0.0515811,-0.0107548,0.078035
standard_1005,C1h,-0.018279,-0.0094319,0.097356
standard_1005,C2h,0.019678,-0.0093041,0.095706
standard_1005,C4h,0.053805900000000004,-0.010144199999999999,0.07773000000000001
standard_1005,C6h,0.0781249,-0.0117353,0.04784
standard_1005,T8h,0.0851369,-0.0139063,0.009890000000000001
standard_1005,T10h,0.08609990000000001,-0.0170883,-0.028756
standard_1005,TP9h,-0.08481019999999999,-0.0472457,-0.02622
standard_1005,TP7h,-0.0827042,-0.0462977,0.011974
standard_1005,CP5h,-0.0733012,-0.0467917,0.049109
standard_1005,CP3h,-0.051049199999999996,-0.047175800000000004,0.080016
standard_1005,CP1h,-0.0173542,-0.0473419,0.09741
standard_1005,CP2h,0.0206798,-0.047232100000000006,0.098072
standard_1005,CP4h,0.0539968,-0.0468902,0.080077
standard_1005,CP6h,0.0765498,-0.0463733,0.04914
standard_1005,TP8h,0.08519979999999999,-0.045807299999999995,0.012102
standard_1005,TP10h,0.0854428,-0.0472213,-0.026175999999999998
standard_1005,P9h,-0.0721773,-0.0746277,-0.021536000000000003
standard_1005,P7h,-0.07011329999999999,-0.0748677,0.012999
standard_1005,P5h,-0.0617283,-0.0776238,0.043028
standard_1005,P3h,-0.041673299999999996,-0.0797528,0.066715
standard_1005,P1h,-0.0139613,-0.0810029,0.081003
standard_1005,P2h,0.0172977,-0.080981,0.081641
standard_1005,P4h,0.0447477,-0.07961109999999999,0.067655
standard_1005,P6h,0.0636267,-0.0773022,0.043119
standard_1005,P8h,0.0721037,-0.0744993,0.013025
standard_1005,P10h,0.0732817,-0.0750773,-0.021576
standard_1005,PO9h,-0.054775399999999995,-0.0989768,-0.016193000000000003
standard_1005,PO7h,-0.051928400000000006,-0.0984438,0.012304
standard_1005,PO5h,-0.043342399999999996,-0.1001629,0.030009
standard_1005,PO3h,-0.028007400000000002,-0.101361,0.042379
standard_1005,PO1h,-0.009503399999999999,-0.10206,0.049418
standard_1005,PO2h,0.0102356,-0.102029,0.048942
standard_1005,PO4h,0.028647600000000002,-0.10139010000000001,0.042137999999999995
standard_1005,PO6h,0.0442206,-0.10021909999999999,0.029808
standard_1005,PO8h,0.0528386,-0.098536,0.01225
standard_1005,PO10h,0.0558596,-0.09989400000000001,-0.016207999999999997
standard_1005,O1h,-0.0148054,-0.1151,0.011829000000000001
standard_1005,O2h,0.0151456,-0.115191,0.011833
standard_1005,I1h,-0.0151584,-0.118242,-0.026047999999999998
standard_1005,I2h,0.0151286,-0.11815099999999999,-0.026081
standard_1005,AFp9,-0.036124699999999996,0.0723801,-0.045852
standard_1005,AFp7,-0.0435117,0.0785802,-0.00924
standard_1005,AFp5,-0.0332847,0.08120709999999999,-0.00114
standard_1005,AFp3,-0.022351700000000002,0.0835621,0.006071
standard_1005,AFp1,-0.0122417,0.08619410000000001,0.014188000000000001
standard_1005,AFpz,0.00017030000000000002,0.087322,0.017442
standard_1005,AFp2,0.013622299999999999,0.08675790000000001,0.015302
standard_1005,AFp4,0.0241013,0.0843769,0.0074329999999999995
standard_1005,AFp6,0.0339133,0.08181189999999999,-0.001035
standard_1005,AFp8,0.0439483,0.0792958,-0.009300000000000001
standard_1005,AFp10,0.0377123,0.07216790000000001,-0.046197
standard_1005,AFF9,-0.0593398,0.052680199999999996,-0.04877
standard_1005,AFF7,-0.0632618,0.0559922,-0.011173
standard_1005,AFF5,-0.0558198,0.0613962,0.011884
standard_1005,AFF3,-0.0433817,0.0663672,0.032811
standard_1005,AFF1,-0.0235817,0.06991710000000001,0.047293
standard_1005,AFFz,0.0002763,0.07128,0.052092
standard_1005,AFF2,0.0255583,0.07055589999999999,0.047827
standard_1005,AFF4,0.0451522,0.0672748,0.032731
standard_1005,AFF6,0.0580002,0.0625998,0.0119
standard_1005,AFF8,0.0646732,0.0572738,-0.011460000000000001
standard_1005,AFF10,0.0606012,0.0522668,-0.049038
standard_1005,FFT9,-0.07848390000000001,0.0287703,-0.050522
standard_1005,FFT7,-0.0766149,0.028653300000000003,-0.011508
standard_1005,FFC5,-0.0715059,0.0339263,0.020992999999999998
standard_1005,FFC3,-0.0559399,0.0387162,0.049788
standard_1005,FFC1,-0.030654800000000003,0.042415100000000004,0.07104
standard_1005,FFCz,0.0003512,0.044073999999999995,0.079141
standard_1005,FFC2,0.032645099999999996,0.043100900000000004,0.070795
standard_1005,FFC4,0.0575042,0.0398518,0.048811
standard_1005,FFC6,0.0742501,0.035499699999999995,0.02038
standard_1005,FFT8,0.0790341,0.030343699999999998,-0.011997
standard_1005,FFT10,0.07992010000000001,0.0289417,-0.050914
standard_1005,FTT9,-0.087362,-0.0005147000000000001,-0.049837000000000006
standard_1005,FTT7,-0.082668,-0.0009417,-0.010284000000000001
standard_1005,FCC5,-0.080133,0.0025853,0.027312
standard_1005,FCC3,-0.064161,0.005831299999999999,0.060884999999999995
standard_1005,FCC1,-0.035749,0.008309100000000002,0.08545900000000001
standard_1005,FCCz,0.0003911,0.009507999999999999,0.09556
standard_1005,FCC2,0.03607,0.008651899999999999,0.08383199999999999
standard_1005,FCC4,0.065164,0.0066197999999999995,0.060052
standard_1005,FCC6,0.08154399999999999,0.0036636999999999998,0.027201
standard_1005,FTT8,0.083168,0.0001817,-0.010364
standard_1005,FTT10,0.085393,-0.0009523,-0.04952
standard_1005,TTP9,-0.08663209999999999,-0.0312377,-0.047178
standard_1005,TTP7,-0.0859331,-0.0310927,-0.008474
standard_1005,CCP5,-0.0815431,-0.0301727,0.030273
standard_1005,CCP3,-0.06612810000000001,-0.0292957,0.065898
standard_1005,CCP1,-0.0369301,-0.028569900000000002,0.091734
standard_1005,CCPz,0.0003959,-0.028163,0.10126900000000001
standard_1005,CCP2,0.0385399,-0.0282251,0.090976
standard_1005,CCP4,0.0688539,-0.0286403,0.06641
standard_1005,CCP6,0.0845529,-0.0293783,0.030878
standard_1005,TTP8,0.08599989999999999,-0.0302803,-0.008435
standard_1005,TTP10,0.0867619,-0.031731300000000004,-0.047253
standard_1005,TPP9,-0.0807152,-0.0606457,-0.043594
standard_1005,TPP7,-0.0785992,-0.0597237,-0.004758
standard_1005,CPP5,-0.0736642,-0.0619227,0.030379999999999997
standard_1005,CPP3,-0.059411200000000004,-0.0639248,0.06267199999999999
standard_1005,CPP1,-0.032728299999999995,-0.0653199,0.085944
standard_1005,CPPz,0.0003658,-0.06575,0.094058
standard_1005,CPP2,0.0358918,-0.06513809999999999,0.08598
standard_1005,CPP4,0.0622558,-0.0636152,0.062719
standard_1005,CPP6,0.0766708,-0.0615483,0.030543
standard_1005,TPP8,0.0793188,-0.0593033,-0.00484
standard_1005,TPP10,0.0815598,-0.0612153,-0.0438
standard_1005,PPO9,-0.0645703,-0.08643179999999999,-0.038324
standard_1005,PPO7,-0.0645833,-0.0862218,3.3e-05
standard_1005,PPO5,-0.0587123,-0.0887048,0.025193
standard_1005,PPO3,-0.0461603,-0.0908878,0.047445999999999995
standard_1005,PPO1,-0.024648299999999998,-0.0922919,0.062076
standard_1005,PPOz,0.0002727,-0.092758,0.067342
standard_1005,PPO2,0.026436699999999997,-0.0922951,0.06319899999999999
standard_1005,PPO4,0.047143700000000004,-0.09071219999999999,0.047678
standard_1005,PPO6,0.0608127,-0.08850419999999999,0.025661999999999997
standard_1005,PPO8,0.0651517,-0.08594320000000001,-8.999999999999999e-06
standard_1005,PPO10,0.0650377,-0.0867182,-0.038448
standard_1005,POO9,-0.0431284,-0.107516,-0.032387
standard_1005,POO7,-0.0429764,-0.10649299999999999,0.0057729999999999995
standard_1005,POO5,-0.0362344,-0.10771599999999999,0.01775
standard_1005,POO3,-0.0259844,-0.108616,0.026544
standard_1005,POO1,-0.0136644,-0.109266,0.032856
standard_1005,POOz,0.0001676,-0.109276,0.03279
standard_1005,POO2,0.0136506,-0.109106,0.030935999999999998
standard_1005,POO4,0.0266636,-0.108668,0.026414999999999998
standard_1005,POO6,0.0377006,-0.10784,0.018068999999999998
standard_1005,POO8,0.0436696,-0.106599,0.005726
standard_1005,POO10,0.0431766,-0.107444,-0.032463
standard_1005,OI1,-0.0293914,-0.114511,-0.01002
standard_1005,OIz,5.2499999999999995e-05,-0.119343,-0.003936
standard_1005,OI2,0.029552600000000002,-0.113636,-0.010051000000000001
standard_1005,T3,-0.0841611,-0.0160187,-0.009346
standard_1005,T5,-0.0724343,-0.0734527,-0.002487
standard_1005,T4,0.0850799,-0.0150203,-0.00949
standard_1005,T6,0.0730557,-0.07306829999999999,-0.00254
standard_1005,M1,-0.0860761,-0.0449897,-0.067986
standard_1005,M2,0.08579389999999999,-0.0450093,-0.06803100000000001
standard_1005,A1,-0.0860761,-0.0249897,-0.067986
standard_1005,A2,0.08579389999999999,-0.025009299999999998,-0.06803100000000001
standard_1020,Fp1,-0.0294367,0.08391710000000001,-0.0069900000000000006
standard_1020,Fpz,0.00011229999999999999,0.088247,-0.0017130000000000001
standard_1020,Fp2,0.029872299999999997,0.0848959,-0.00708
standard_1020,AF9,-0.048970799999999995,0.0640872,-0.047683
standard_1020,AF7,-0.0548397,0.0685722,-0.01059
standard_1020,AF5,-0.045430700000000004,0.0728622,0.005978
standard_1020,AF3,-0.0337007,0.0768371,0.021227
standard_1020,AF1,-0.018471699999999997,0.0799041,0.032752
standard_1020,AFz,0.0002313,0.080771,0.035417000000000004
standard_1020,AF2,0.0198203,0.08030190000000001,0.032764
standard_1020,AF4,0.0357123,0.0777259,0.021956
standard_1020,AF6,0.0465843,0.0738078,0.006033999999999999
standard_1020,AF8,0.055743299999999996,0.0696568,-0.010755
standard_1020,AF10,0.0504352,0.0638698,-0.048005000000000006
standard_1020,F9,-0.0701019,0.041652299999999996,-0.049951999999999996
standard_1020,F7,-0.0702629,0.0424743,-0.01142
standard_1020,F5,-0.0644658,0.048035299999999996,0.016921
standard_1020,F3,-0.0502438,0.0531112,0.042192
standard_1020,F1,-0.0274958,0.0569311,0.060342
standard_1020,Fz,0.0003122,0.058512,0.06646200000000001
standard_1020,F2,0.029514199999999997,0.0576019,0.059539999999999996
standard_1020,F4,0.0518362,0.0543048,0.040814
standard_1020,F6,0.0679142,0.049829700000000005,0.016367
standard_1020,F8,0.0730431,0.0444217,-0.012
standard_1020,F10,0.07211409999999999,0.0420667,-0.050452
standard_1020,FT9,-0.08407590000000001,0.0145673,-0.050429
standard_1020,FT7,-0.080775,0.0141203,-0.011134999999999999
standard_1020,FC5,-0.0772149,0.0186433,0.024460000000000003
standard_1020,FC3,-0.060181899999999997,0.0227162,0.055543999999999996
standard_1020,FC1,-0.0340619,0.0260111,0.07998699999999999
standard_1020,FCz,0.0003761,0.02739,0.08866800000000001
standard_1020,FC2,0.034784100000000005,0.0264379,0.078808
standard_1020,FC4,0.062293100000000004,0.0237228,0.055630000000000006
standard_1020,FC6,0.0795341,0.0199357,0.024437999999999998
standard_1020,FT8,0.0818151,0.0154167,-0.01133
standard_1020,FT10,0.0841131,0.0143647,-0.050538
standard_1020,T9,-0.0858941,-0.0158287,-0.048283
standard_1020,T7,-0.0841611,-0.0160187,-0.009346
standard_1020,C5,-0.08028010000000001,-0.0137597,0.02916
standard_1020,C3,-0.06535809999999999,-0.0116317,0.064358
standard_1020,C1,-0.036158,-0.0099839,0.089752
standard_1020,Cz,0.0004009,-0.009167,0.100244
standard_1020,C2,0.037672,-0.0096241,0.088412
standard_1020,C4,0.06711790000000001,-0.0109003,0.06358
standard_1020,C6,0.0834559,-0.0127763,0.029207999999999998
standard_1020,T8,0.0850799,-0.0150203,-0.00949
standard_1020,T10,0.0855599,-0.0163613,-0.048271
standard_1020,TP9,-0.0856192,-0.0465147,-0.045707
standard_1020,TP7,-0.08483020000000001,-0.046021700000000006,-0.007056
standard_1020,CP5,-0.0795922,-0.0465507,0.030949
standard_1020,CP3,-0.0635562,-0.0470088,0.065624
standard_1020,CP1,-0.0355131,-0.0472919,0.091315
standard_1020,CPz,0.0003858,-0.047318,0.099432
standard_1020,CP2,0.0383838,-0.0470731,0.090695
standard_1020,CP4,0.0666118,-0.0466372,0.06558
standard_1020,CP6,0.0833218,-0.046101300000000005,0.031206
standard_1020,TP8,0.0855488,-0.0455453,-0.00713
standard_1020,TP10,0.0861618,-0.0470353,-0.045869
standard_1020,P9,-0.0730093,-0.07376569999999999,-0.040998
standard_1020,P7,-0.0724343,-0.0734527,-0.002487
standard_1020,P5,-0.06727230000000001,-0.0762907,0.028382
standard_1020,P3,-0.0530073,-0.0787878,0.05594
standard_1020,P1,-0.0286203,-0.0805249,0.075436
standard_1020,Pz,0.0003247,-0.08111499999999999,0.082615
standard_1020,P2,0.0319197,-0.08048709999999999,0.07671599999999999
standard_1020,P4,0.0556667,-0.0785602,0.056561
standard_1020,P6,0.0678877,-0.07590430000000001,0.028091
standard_1020,P8,0.0730557,-0.07306829999999999,-0.00254
standard_1020,P10,0.0738947,-0.07439029999999999,-0.04122
standard_1020,PO9,-0.054910400000000005,-0.0980448,-0.035465
standard_1020,PO7,-0.054840400000000004,-0.0975279,0.0027919999999999998
standard_1020,PO5,-0.0484244,-0.0993408,0.021599
standard_1020,PO3,-0.0365114,-0.10085290000000001,0.037167
standard_1020,PO1,-0.0189724,-0.101768,0.046536
standard_1020,POz,0.0002156,-0.10217799999999999,0.050608
standard_1020,PO2,0.019877600000000002,-0.10179300000000001,0.046393000000000004
standard_1020,PO4,0.0367816,-0.10084910000000001,0.036397
standard_1020,PO6,0.0498196,-0.0994461,0.021727
standard_1020,PO8,0.055666600000000004,-0.0976251,0.00273
standard_1020,PO10,0.0549876,-0.0980911,-0.035540999999999996
standard_1020,O1,-0.0294134,-0.112449,0.008839
standard_1020,Oz,0.0001076,-0.114892,0.014657
standard_1020,O2,0.0298426,-0.112156,0.0088
standard_1020,O9,-0.029818400000000002,-0.11456999999999999,-0.029216000000000002
standard_1020,Iz,4.499999999999999e-06,-0.118565,-0.023077999999999998
standard_1020,O10,0.0297416,-0.11426,-0.029256
standard_1020,T3,-0.0841611,-0.0160187,-0.009346
standard_1020,T5,-0.0724343,-0.0734527,-0.002487
standard_1020,T4,0.0850799,-0.0150203,-0.00949
standard_1020,T6,0.0730557,-0.07306829999999999,-0.00254
standard_1020,M1,-0.0860761,-0.0449897,-0.067986
standard_1020,M2,0.08579389999999999,-0.0450093,-0.06803100000000001
standard_1020,A1,-0.0860761,-0.0249897,-0.067986
standard_1020,A2,0.08579389999999999,-0.025009299999999998,-0.06803100000000001
standard_alphabetic,Fp1,-0.0294367,0.08391710000000001,-0.0069900000000000006
standard_alphabetic,Fpz,0.00011229999999999999,0.088247,-0.0017130000000000001
standard_alphabetic,Fp2,0.029872299999999997,0.0848959,-0.00708
standard_alphabetic,B3,-0.0548397,0.0685722,-0.01059
standard_alphabetic,B1,-0.0337007,0.0768371,0.021227
standard_alphabetic,Bz,0.0002313,0.080771,0.035417000000000004
standard_alphabetic,B2,0.0357123,0.0777259,0.021956
standard_alphabetic,B4,0.055743299999999996,0.0696568,-0.010755
standard_alphabetic,F7,-0.0702629,0.0424743,-0.01142
