layout,channel,x,y,z
biosemi16,T8,0.0949421285668141,0.0,-0.0033154521867375907
biosemi16,P4,0.05177570734802805,-0.0639376737816708,0.047500000000000014
biosemi16,Pz,4.1844516239241196e-18,-0.06833728103217185,0.06599254519360476
biosemi16,P3,-0.05177570734802805,-0.0639376737816708,0.047500000000000014
biosemi16,O1,-0.029338731209276728,-0.0902953300444008,-0.0033154521867375907
biosemi16,Oz,5.813528692679268e-18,-0.0949421285668141,-0.0033154521867375907
biosemi16,O2,0.029338731209276728,-0.0902953300444008,-0.0033154521867375907
biosemi32,Fp1,-0.029338731209276728,0.0902953300444008,-0.0033154521867375907
biosemi32,AF3,-0.038593440966460064,0.08276390123885072,0.026185548802614922
biosemi32,F7,-0.07680979549268378,0.05580558299282924,-0.0033154521867375907
biosemi32,F3,-0.05177570734802805,0.0639376737816708,0.047500000000000014
biosemi32,FC1,-0.03559740299596508,0.035597402995965075,0.08056456913486047
biosemi32,FC5,-0.08434933607004837,0.03237867649640711,0.029356614465620007
biosemi32,T7,-0.0949421285668141,-0.0,-0.0033154521867375907
biosemi32,C3,-0.06833728103217185,-0.0,0.06599254519360476
biosemi32,CP1,-0.03559740299596508,-0.035597402995965075,0.08056456913486047
biosemi32,CP5,-0.08434933607004837,-0.03237867649640711,0.029356614465620007
biosemi32,P7,-0.07680979549268378,-0.05580558299282924,-0.0033154521867375907
biosemi32,P3,-0.05177570734802805,-0.0639376737816708,0.047500000000000014
biosemi32,Pz,4.1844516239241196e-18,-0.06833728103217185,0.06599254519360476
biosemi32,PO3,-0.038593440966460064,-0.08276390123885072,0.026185548802614922
biosemi32,O1,-0.029338731209276728,-0.0902953300444008,-0.0033154521867375907
biosemi32,Oz,5.813528692679268e-18,-0.0949421285668141,-0.0033154521867375907
biosemi32,O2,0.029338731209276728,-0.0902953300444008,-0.0033154521867375907
biosemi32,PO4,0.038593440966460064,-0.08276390123885072,0.026185548802614922
biosemi32,P4,0.05177570734802805,-0.0639376737816708,0.047500000000000014
biosemi32,P8,0.07680979549268378,-0.05580558299282924,-0.0033154521867375907
biosemi32,CP6,0.08434933607004837,-0.03237867649640711,0.029356614465620007
biosemi32,CP2,0.03559740299596508,-0.035597402995965075,0.08056456913486047
biosemi32,C4,0.06833728103217185,0.0,0.06599254519360476
biosemi32,T8,0.0949421285668141,0.0,-0.0033154521867375907
biosemi32,FC6,0.08434933607004837,0.03237867649640711,0.029356614465620007
biosemi32,FC2,0.03559740299596508,0.035597402995965075,0.08056456913486047
biosemi32,F4,0.05177570734802805,0.0639376737816708,0.047500000000000014
biosemi32,F8,0.07680979549268378,0.05580558299282924,-0.0033154521867375907
biosemi32,AF4,0.038593440966460064,0.08276390123885072,0.026185548802614922
biosemi32,Fp2,0.029338731209276728,0.0902953300444008,-0.0033154521867375907
biosemi32,Fz,4.1844516239241196e-18,0.06833728103217185,0.06599254519360476
biosemi32,Cz,0.0,0.0,0.095
biosemi64,Fp1,-0.029338731209276728,0.0902953300444008,-0.0033154521867375907
biosemi64,AF7,-0.055805582992829256,0.07680979549268377,-0.0033154521867375907
biosemi64,AF3,-0.038593440966460064,0.08276390123885072,0.026185548802614922
biosemi64,F1,-0.02726170342798902,0.0674750837563496,0.06106482292022124
biosemi64,F3,-0.05177570734802805,0.0639376737816708,0.047500000000000014
biosemi64,F5,-0.06925438011407091,0.06020191416884566,0.02458780928473947
biosemi64,F7,-0.07680979549268378,0.05580558299282924,-0.0033154521867375907
biosemi64,FT7,-0.0902953300444008,0.029338731209276724,-0.0033154521867375907
biosemi64,FC5,-0.08434933607004837,0.03237867649640711,0.029356614465620007
biosemi64,FC3,-0.0642558242221116,0.034165427778078836,0.06106482292022124
biosemi64,FC1,-0.03559740299596508,0.035597402995965075,0.08056456913486047
biosemi64,C1,-0.03711945720648101,-0.0,0.08744796107798183
biosemi64,C3,-0.06833728103217185,-0.0,0.06599254519360476
biosemi64,C5,-0.08869014051723417,-0.0,0.034044955206803534
biosemi64,T7,-0.0949421285668141,-0.0,-0.0033154521867375907
biosemi64,TP7,-0.0902953300444008,-0.029338731209276724,-0.0033154521867375907
biosemi64,CP5,-0.08434933607004837,-0.03237867649640711,0.029356614465620007
biosemi64,CP3,-0.0642558242221116,-0.034165427778078836,0.06106482292022124
biosemi64,CP1,-0.03559740299596508,-0.035597402995965075,0.08056456913486047
biosemi64,P1,-0.02726170342798902,-0.0674750837563496,0.06106482292022124
biosemi64,P3,-0.05177570734802805,-0.0639376737816708,0.047500000000000014
biosemi64,P5,-0.06925438011407091,-0.06020191416884566,0.02458780928473947
biosemi64,P7,-0.07680979549268378,-0.05580558299282924,-0.0033154521867375907
biosemi64,P9,-0.06965574817546506,-0.050607863369507185,-0.04014873486536644
biosemi64,PO7,-0.055805582992829256,-0.07680979549268377,-0.0033154521867375907
biosemi64,PO3,-0.038593440966460064,-0.08276390123885072,0.026185548802614922
biosemi64,O1,-0.029338731209276728,-0.0902953300444008,-0.0033154521867375907
biosemi64,Iz,5.272057919574584e-18,-0.08609923976848176,-0.04014873486536644
biosemi64,Oz,5.813528692679268e-18,-0.0949421285668141,-0.0033154521867375907
biosemi64,POz,5.4307048350179906e-18,-0.08869014051723417,0.034044955206803534
biosemi64,Pz,4.1844516239241196e-18,-0.06833728103217185,0.06599254519360476
biosemi64,CPz,2.272911222700206e-18,-0.03711945720648101,0.08744796107798183
biosemi64,Fpz,5.813528692679268e-18,0.0949421285668141,-0.0033154521867375907
biosemi64,Fp2,0.029338731209276728,0.0902953300444008,-0.0033154521867375907
biosemi64,AF8,0.055805582992829256,0.07680979549268377,-0.0033154521867375907
biosemi64,AF4,0.038593440966460064,0.08276390123885072,0.026185548802614922
biosemi64,AFz,5.4307048350179906e-18,0.08869014051723417,0.034044955206803534
biosemi64,Fz,4.1844516239241196e-18,0.06833728103217185,0.06599254519360476
biosemi64,F2,0.02726170342798902,0.0674750837563496,0.06106482292022124
biosemi64,F4,0.05177570734802805,0.0639376737816708,0.047500000000000014
biosemi64,F6,0.06925438011407091,0.06020191416884566,0.02458780928473947
biosemi64,F8,0.07680979549268378,0.05580558299282924,-0.0033154521867375907
biosemi64,FT8,0.0902953300444008,0.029338731209276724,-0.0033154521867375907
biosemi64,FC6,0.08434933607004837,0.03237867649640711,0.029356614465620007
biosemi64,FC4,0.0642558242221116,0.034165427778078836,0.06106482292022124
biosemi64,FC2,0.03559740299596508,0.035597402995965075,0.08056456913486047
biosemi64,FCz,2.272911222700206e-18,0.03711945720648101,0.08744796107798183
biosemi64,Cz,0.0,0.0,0.095
biosemi64,C2,0.03711945720648101,0.0,0.08744796107798183
biosemi64,C4,0.06833728103217185,0.0,0.06599254519360476
biosemi64,C6,0.08869014051723417,0.0,0.034044955206803534
biosemi64,T8,0.0949421285668141,0.0,-0.0033154521867375907
biosemi64,TP8,0.0902953300444008,-0.029338731209276724,-0.0033154521867375907
biosemi64,CP6,0.08434933607004837,-0.03237867649640711,0.029356614465620007
biosemi64,CP4,0.0642558242221116,-0.034165427778078836,0.06106482292022124
biosemi64,CP2,0.03559740299596508,-0.035597402995965075,0.08056456913486047
biosemi64,P2,0.02726170342798902,-0.0674750837563496,0.06106482292022124
biosemi64,P4,0.05177570734802805,-0.0639376737816708,0.047500000000000014
biosemi64,P6,0.06925438011407091,-0.06020191416884566,0.02458780928473947
biosemi64,P8,0.07680979549268378,-0.05580558299282924,-0.0033154521867375907
biosemi64,P10,0.06965574817546506,-0.050607863369507185,-0.04014873486536644
biosemi64,PO8,0.055805582992829256,-0.07680979549268377,-0.0033154521867375907
biosemi64,PO4,0.038593440966460064,-0.08276390123885072,0.026185548802614922
biosemi64,O2,0.029338731209276728,-0.0902953300444008,-0.0033154521867375907
biosemi128,A1,0.0,0.0,0.095
biosemi128,A2,1.1099497208229367e-18,-0.018126854560771757,0.09325458242752808
biosemi128,A3,2.272911222700206e-18,-0.03711945720648101,0.08744796107798183
biosemi128,A4,3.2528655468714843e-18,-0.05312332582972096,0.07875856939272896
biosemi128,A5,-0.026701502935589146,-0.06290479886185758,0.06599254519360476
biosemi128,A6,-0.048321754825699545,-0.04832175482569954,0.06599254519360476
biosemi128,A7,-0.05633781634869934,-0.05633781634869933,0.051740708326427576
biosemi128,A8,-0.05213075661977739,-0.07175183091194452,0.034044955206803534
biosemi128,A9,-0.05499126998856711,-0.07568898979601278,0.01649657687835839
biosemi128,A10,-0.055805582992829256,-0.07680979549268377,-0.0033154521867375907
biosemi128,A11,-0.054408433663822184,-0.07488678441604,-0.021370350162667178
biosemi128,A12,-0.0506078633695072,-0.06965574817546505,-0.04014873486536644
biosemi128,A13,-0.02660612829122418,-0.0818852430298734,-0.04014873486536644
biosemi128,A14,-0.02860420633874134,-0.08803469494270824,-0.021370350162667178
biosemi128,A15,-0.029338731209276728,-0.0902953300444008,-0.0033154521867375907
biosemi128,A16,-0.02891062152793292,-0.0889777439260236,0.01649657687835839
biosemi128,A17,-0.02740676065332745,-0.08434933607004838,0.034044955206803534
biosemi128,A18,-0.031130996257185285,-0.07334003118294036,0.051740708326427576
biosemi128,A19,4.1844516239241196e-18,-0.06833728103217185,0.06599254519360476
biosemi128,A20,4.878607326223917e-18,-0.07967370395481528,0.051740708326427576
biosemi128,A21,5.4307048350179906e-18,-0.08869014051723417,0.034044955206803534
biosemi128,A22,5.728697896884014e-18,-0.09355673653615976,0.01649657687835839
biosemi128,A23,5.813528692679268e-18,-0.0949421285668141,-0.0033154521867375907
biosemi128,A24,5.667981109865128e-18,-0.09256515615459734,-0.021370350162667178
biosemi128,A25,5.272057919574584e-18,-0.08609923976848176,-0.04014873486536644
biosemi128,A26,0.02660612829122418,-0.0818852430298734,-0.04014873486536644
biosemi128,A27,0.02860420633874134,-0.08803469494270824,-0.021370350162667178
biosemi128,A28,0.029338731209276728,-0.0902953300444008,-0.0033154521867375907
biosemi128,A29,0.02891062152793292,-0.0889777439260236,0.01649657687835839
biosemi128,A30,0.02740676065332745,-0.08434933607004838,0.034044955206803534
biosemi128,A31,0.031130996257185285,-0.07334003118294036,0.051740708326427576
biosemi128,A32,0.026701502935589146,-0.06290479886185758,0.06599254519360476
biosemi128,B1,0.0172396631499565,-0.005601506113841495,0.09325458242752808
biosemi128,B2,0.026247419904666582,-0.02624741990466658,0.08744796107798183
biosemi128,B3,0.048321754825699545,-0.04832175482569954,0.06599254519360476
biosemi128,B4,0.05633781634869934,-0.05633781634869933,0.051740708326427576
biosemi128,B5,0.05213075661977739,-0.07175183091194452,0.034044955206803534
biosemi128,B6,0.05499126998856711,-0.07568898979601278,0.01649657687835839
biosemi128,B7,0.055805582992829256,-0.07680979549268377,-0.0033154521867375907
biosemi128,B8,0.054408433663822184,-0.07488678441604,-0.021370350162667178
biosemi128,B9,0.0506078633695072,-0.06965574817546505,-0.04014873486536644
biosemi128,B10,0.07488678441604,-0.05440843366382217,-0.021370350162667178
biosemi128,B11,0.07680979549268378,-0.05580558299282924,-0.0033154521867375907
biosemi128,B12,0.0756889897960128,-0.054991269988567106,0.01649657687835839
biosemi128,B13,0.07175183091194454,-0.05213075661977738,0.034044955206803534
biosemi128,B14,0.0902953300444008,-0.029338731209276724,-0.0033154521867375907
biosemi128,B15,0.0889777439260236,-0.028910621527932914,0.01649657687835839
biosemi128,B16,0.08434933607004838,-0.027406760653327446,0.034044955206803534
biosemi128,B17,0.07387217194043873,-0.029846294823341227,0.051740708326427576
biosemi128,B18,0.0633612236380229,-0.025599596050767715,0.06599254519360476
biosemi128,B19,0.046006149702056395,-0.026561662914860475,0.07875856939272896
biosemi128,B20,0.03711945720648101,0.0,0.08744796107798183
biosemi128,B21,0.05312332582972096,0.0,0.07875856939272896
biosemi128,B22,0.06833728103217185,0.0,0.06599254519360476
biosemi128,B23,0.07967370395481528,0.0,0.051740708326427576
biosemi128,B24,0.08869014051723417,0.0,0.034044955206803534
biosemi128,B25,0.09355673653615976,0.0,0.01649657687835839
biosemi128,B26,0.0949421285668141,0.0,-0.0033154521867375907
biosemi128,B27,0.0902953300444008,0.029338731209276724,-0.0033154521867375907
biosemi128,B28,0.0889777439260236,0.028910621527932914,0.01649657687835839
biosemi128,B29,0.08434933607004838,0.027406760653327446,0.034044955206803534
biosemi128,B30,0.07387217194043873,0.029846294823341227,0.051740708326427576
biosemi128,B31,0.0633612236380229,0.025599596050767715,0.06599254519360476
biosemi128,B32,0.046006149702056395,0.026561662914860475,0.07875856939272896
biosemi128,C1,0.010654697781272196,0.014664933394227373,0.09325458242752808
biosemi128,C2,0.026247419904666582,0.02624741990466658,0.08744796107798183
biosemi128,C3,0.048321754825699545,0.04832175482569954,0.06599254519360476
biosemi128,C4,0.05633781634869934,0.05633781634869933,0.051740708326427576
biosemi128,C5,0.07175183091194454,0.05213075661977738,0.034044955206803534
biosemi128,C6,0.0756889897960128,0.054991269988567106,0.01649657687835839
biosemi128,C7,0.07680979549268378,0.05580558299282924,-0.0033154521867375907
biosemi128,C8,0.055805582992829256,0.07680979549268377,-0.0033154521867375907
biosemi128,C9,0.05499126998856711,0.07568898979601278,0.01649657687835839
biosemi128,C10,0.05213075661977739,0.07175183091194452,0.034044955206803534
biosemi128,C11,0.026561662914860486,0.04600614970205639,0.07875856939272896
biosemi128,C12,0.026701502935589146,0.06290479886185758,0.06599254519360476
biosemi128,C13,0.031130996257185285,0.07334003118294036,0.051740708326427576
biosemi128,C14,0.02740676065332745,0.08434933607004838,0.034044955206803534
biosemi128,C15,0.02891062152793292,0.0889777439260236,0.01649657687835839
biosemi128,C16,0.029338731209276728,0.0902953300444008,-0.0033154521867375907
biosemi128,C17,5.813528692679268e-18,0.0949421285668141,-0.0033154521867375907
biosemi128,C18,5.728697896884014e-18,0.09355673653615976,0.01649657687835839
biosemi128,C19,5.4307048350179906e-18,0.08869014051723417,0.034044955206803534
biosemi128,C20,4.878607326223917e-18,0.07967370395481528,0.051740708326427576
biosemi128,C21,4.1844516239241196e-18,0.06833728103217185,0.06599254519360476
biosemi128,C22,3.2528655468714843e-18,0.05312332582972096,0.07875856939272896
biosemi128,C23,2.272911222700206e-18,0.03711945720648101,0.08744796107798183
biosemi128,C24,-0.026561662914860486,0.04600614970205639,0.07875856939272896
biosemi128,C25,-0.026701502935589146,0.06290479886185758,0.06599254519360476
biosemi128,C26,-0.031130996257185285,0.07334003118294036,0.051740708326427576
biosemi128,C27,-0.02740676065332745,0.08434933607004838,0.034044955206803534
biosemi128,C28,-0.02891062152793292,0.0889777439260236,0.01649657687835839
biosemi128,C29,-0.029338731209276728,0.0902953300444008,-0.0033154521867375907
biosemi128,C30,-0.055805582992829256,0.07680979549268377,-0.0033154521867375907
biosemi128,C31,-0.05499126998856711,0.07568898979601278,0.01649657687835839
biosemi128,C32,-0.05213075661977739,0.07175183091194452,0.034044955206803534
biosemi128,D1,-0.010654697781272196,0.014664933394227373,0.09325458242752808
biosemi128,D2,-0.026247419904666582,0.02624741990466658,0.08744796107798183
biosemi128,D3,-0.048321754825699545,0.04832175482569954,0.06599254519360476
biosemi128,D4,-0.05633781634869934,0.05633781634869933,0.051740708326427576
biosemi128,D5,-0.07175183091194454,0.05213075661977738,0.034044955206803534
biosemi128,D6,-0.0756889897960128,0.054991269988567106,0.01649657687835839
biosemi128,D7,-0.07680979549268378,0.05580558299282924,-0.0033154521867375907
biosemi128,D8,-0.0902953300444008,0.029338731209276724,-0.0033154521867375907
biosemi128,D9,-0.0889777439260236,0.028910621527932914,0.01649657687835839
biosemi128,D10,-0.08434933607004838,0.027406760653327446,0.034044955206803534
biosemi128,D11,-0.07387217194043873,0.029846294823341227,0.051740708326427576
biosemi128,D12,-0.0633612236380229,0.025599596050767715,0.06599254519360476
biosemi128,D13,-0.046006149702056395,0.026561662914860475,0.07875856939272896
biosemi128,D14,-0.03711945720648101,-0.0,0.08744796107798183
biosemi128,D15,-0.0172396631499565,-0.005601506113841495,0.09325458242752808
biosemi128,D16,-0.026247419904666582,-0.02624741990466658,0.08744796107798183
biosemi128,D17,-0.046006149702056395,-0.026561662914860475,0.07875856939272896
biosemi128,D18,-0.05312332582972096,-0.0,0.07875856939272896
biosemi128,D19,-0.06833728103217185,-0.0,0.06599254519360476
biosemi128,D20,-0.07967370395481528,-0.0,0.051740708326427576
biosemi128,D21,-0.08869014051723417,-0.0,0.034044955206803534
biosemi128,D22,-0.09355673653615976,-0.0,0.01649657687835839
biosemi128,D23,-0.0949421285668141,-0.0,-0.0033154521867375907
biosemi128,D24,-0.0902953300444008,-0.029338731209276724,-0.0033154521867375907
biosemi128,D25,-0.0889777439260236,-0.028910621527932914,0.01649657687835839
biosemi128,D26,-0.08434933607004838,-0.027406760653327446,0.034044955206803534
biosemi128,D27,-0.07387217194043873,-0.029846294823341227,0.051740708326427576
biosemi128,D28,-0.0633612236380229,-0.025599596050767715,0.06599254519360476
biosemi128,D29,-0.07175183091194454,-0.05213075661977738,0.034044955206803534
biosemi128,D30,-0.0756889897960128,-0.054991269988567106,0.01649657687835839
biosemi128,D31,-0.07680979549268378,-0.05580558299282924,-0.0033154521867375907
biosemi128,D32,-0.07488678441604,-0.05440843366382217,-0.021370350162667178
biosemi160,A1,0.0,0.0,0.095
biosemi160,A2,1.1099497208229367e-18,-0.018126854560771757,0.09325458242752808
biosemi160,A3,2.272911222700206e-18,-0.03711945720648101,0.08744796107798183
biosemi160,A4,3.2528655468714843e-18,-0.05312332582972096,0.07875856939272896
biosemi160,A5,-0.021117381188317852,-0.06499261643154024,0.06599254519360476
biosemi160,A6,-0.040167645972476775,-0.05528602170440377,0.06599254519360476
biosemi160,A7,-0.04683102818015692,-0.06445738050424402,0.051740708326427576
biosemi160,A8,-0.04434507025861709,-0.07680791475313632,0.034044955206803534
biosemi160,A9,-0.046778368268079885,-0.0810225105354821,0.01649657687835839
biosemi160,A10,-0.04747106428340706,-0.08222229522822926,-0.0033154521867375907
biosemi160,A11,-0.04628257807729868,-0.08016377673515478,-0.021370350162667178
biosemi160,A12,-0.043049619884240886,-0.0745641288860326,-0.04014873486536644
biosemi160,A13,-0.022284123020931426,-0.08316547931623135,-0.04014873486536644
biosemi160,A14,-0.023957625325698607,-0.08941107494420608,-0.021370350162667178
biosemi160,A15,-0.02457283105566358,-0.09170705398554287,-0.0033154521867375907
biosemi160,A16,-0.024214265213196983,-0.09036886804359878,0.01649657687835839
biosemi160,A17,-0.022954697478678933,-0.085668097262803,0.034044955206803534
biosemi160,A18,-0.024620528526836383,-0.07577419532359801,0.051740708326427576
biosemi160,A19,4.1844516239241196e-18,-0.06833728103217185,0.06599254519360476
biosemi160,A20,4.878607326223917e-18,-0.07967370395481528,0.051740708326427576
biosemi160,A21,5.4307048350179906e-18,-0.08869014051723417,0.034044955206803534
biosemi160,A22,5.728697896884014e-18,-0.09355673653615976,0.01649657687835839
biosemi160,A23,5.813528692679268e-18,-0.0949421285668141,-0.0033154521867375907
biosemi160,A24,5.667981109865128e-18,-0.09256515615459734,-0.021370350162667178
biosemi160,A25,5.272057919574584e-18,-0.08609923976848176,-0.04014873486536644
biosemi160,A26,0.022284123020931426,-0.08316547931623135,-0.04014873486536644
biosemi160,A27,0.023957625325698607,-0.08941107494420608,-0.021370350162667178
biosemi160,A28,0.02457283105566358,-0.09170705398554287,-0.0033154521867375907
biosemi160,A29,0.024214265213196983,-0.09036886804359878,0.01649657687835839
biosemi160,A30,0.022954697478678933,-0.085668097262803,0.034044955206803534
biosemi160,A31,0.024620528526836383,-0.07577419532359801,0.051740708326427576
biosemi160,A32,0.021117381188317852,-0.06499261643154024,0.06599254519360476
biosemi160,B1,0.0172396631499565,-0.005601506113841495,0.09325458242752808
biosemi160,B2,0.018559728603240507,-0.032146392915501906,0.08744796107798183
biosemi160,B3,0.040167645972476775,-0.05528602170440377,0.06599254519360476
biosemi160,B4,0.04683102818015692,-0.06445738050424402,0.051740708326427576
biosemi160,B5,0.04434507025861709,-0.07680791475313632,0.034044955206803534
biosemi160,B6,0.046778368268079885,-0.0810225105354821,0.01649657687835839
biosemi160,B7,0.04747106428340706,-0.08222229522822926,-0.0033154521867375907
biosemi160,B8,0.04628257807729868,-0.08016377673515478,-0.021370350162667178
biosemi160,B9,0.043049619884240886,-0.0745641288860326,-0.04014873486536644
biosemi160,B10,0.06088135629529993,-0.060881356295299914,-0.04014873486536644
biosemi160,B11,0.06545344961850748,-0.06545344961850746,-0.021370350162667178
biosemi160,B12,0.06713422292987928,-0.06713422292987928,-0.0033154521867375907
biosemi160,B13,0.0661546028304018,-0.06615460283040178,0.01649657687835839
biosemi160,B14,0.06271339978412406,-0.06271339978412405,0.034044955206803534
biosemi160,B15,0.07680791475313634,-0.04434507025861708,0.034044955206803534
biosemi160,B16,0.08102251053548211,-0.04677836826807987,0.01649657687835839
biosemi160,B17,0.08222229522822927,-0.04747106428340704,-0.0033154521867375907
biosemi160,B18,0.08016377673515479,-0.046282578077298665,-0.021370350162667178
biosemi160,B19,0.09170705398554287,-0.02457283105566358,-0.0033154521867375907
biosemi160,B20,0.09036886804359878,-0.024214265213196983,0.01649657687835839
biosemi160,B21,0.085668097262803,-0.022954697478678933,0.034044955206803534
biosemi160,B22,0.06445738050424402,-0.046831028180156914,0.051740708326427576
biosemi160,B23,0.055286021704403776,-0.04016764597247677,0.06599254519360476
biosemi160,B24,0.03756386393337817,-0.03756386393337816,0.07875856939272896
biosemi160,B25,0.032146392915501906,-0.0185597286032405,0.08744796107798183
biosemi160,B26,0.04925509001020806,-0.019900348119995297,0.07875856939272896
biosemi160,B27,0.06499261643154024,-0.02111738118831785,0.06599254519360476
biosemi160,B28,0.07577419532359801,-0.02462052852683638,0.051740708326427576
biosemi160,B29,0.07967370395481528,0.0,0.051740708326427576
biosemi160,B30,0.08869014051723417,0.0,0.034044955206803534
biosemi160,B31,0.09355673653615976,0.0,0.01649657687835839
biosemi160,B32,0.0949421285668141,0.0,-0.0033154521867375907
biosemi160,C1,0.010654697781272196,0.014664933394227373,0.09325458242752808
biosemi160,C2,0.032146392915501906,0.0185597286032405,0.08744796107798183
biosemi160,C3,0.03711945720648101,0.0,0.08744796107798183
biosemi160,C4,0.05312332582972096,0.0,0.07875856939272896
biosemi160,C5,0.04925509001020806,0.019900348119995297,0.07875856939272896
biosemi160,C6,0.06499261643154024,0.02111738118831785,0.06599254519360476
biosemi160,C7,0.06833728103217185,0.0,0.06599254519360476
biosemi160,C8,0.07577419532359801,0.02462052852683638,0.051740708326427576
biosemi160,C9,0.085668097262803,0.022954697478678933,0.034044955206803534
biosemi160,C10,0.09036886804359878,0.024214265213196983,0.01649657687835839
biosemi160,C11,0.09170705398554287,0.02457283105566358,-0.0033154521867375907
biosemi160,C12,0.08222229522822927,0.04747106428340704,-0.0033154521867375907
biosemi160,C13,0.08102251053548211,0.04677836826807987,0.01649657687835839
biosemi160,C14,0.07680791475313634,0.04434507025861708,0.034044955206803534
biosemi160,C15,0.06271339978412406,0.06271339978412405,0.034044955206803534
biosemi160,C16,0.0661546028304018,0.06615460283040178,0.01649657687835839
biosemi160,C17,0.06713422292987928,0.06713422292987928,-0.0033154521867375907
biosemi160,C18,0.04747106428340706,0.08222229522822926,-0.0033154521867375907
biosemi160,C19,0.046778368268079885,0.0810225105354821,0.01649657687835839
biosemi160,C20,0.04434507025861709,0.07680791475313632,0.034044955206803534
biosemi160,C21,0.04683102818015692,0.06445738050424402,0.051740708326427576
biosemi160,C22,0.06445738050424402,0.046831028180156914,0.051740708326427576
biosemi160,C23,0.055286021704403776,0.04016764597247677,0.06599254519360476
biosemi160,C24,0.03756386393337817,0.03756386393337816,0.07875856939272896
biosemi160,C25,0.018559728603240507,0.032146392915501906,0.08744796107798183
biosemi160,C26,0.02075693705055025,0.04890027925779353,0.07875856939272896
biosemi160,C27,0.040167645972476775,0.05528602170440377,0.06599254519360476
biosemi160,C28,0.021117381188317852,0.06499261643154024,0.06599254519360476
biosemi160,C29,0.024620528526836383,0.07577419532359801,0.051740708326427576
biosemi160,C30,0.022954697478678933,0.085668097262803,0.034044955206803534
biosemi160,C31,0.024214265213196983,0.09036886804359878,0.01649657687835839
biosemi160,C32,0.02457283105566358,0.09170705398554287,-0.0033154521867375907
biosemi160,D1,-0.010654697781272196,0.014664933394227373,0.09325458242752808
biosemi160,D2,2.272911222700206e-18,0.03711945720648101,0.08744796107798183
biosemi160,D3,3.2528655468714843e-18,0.05312332582972096,0.07875856939272896
biosemi160,D4,4.1844516239241196e-18,0.06833728103217185,0.06599254519360476
biosemi160,D5,4.878607326223917e-18,0.07967370395481528,0.051740708326427576
biosemi160,D6,5.4307048350179906e-18,0.08869014051723417,0.034044955206803534
biosemi160,D7,5.728697896884014e-18,0.09355673653615976,0.01649657687835839
biosemi160,D8,5.813528692679268e-18,0.0949421285668141,-0.0033154521867375907
biosemi160,D9,-0.02457283105566358,0.09170705398554287,-0.0033154521867375907
biosemi160,D10,-0.024214265213196983,0.09036886804359878,0.01649657687835839
biosemi160,D11,-0.022954697478678933,0.085668097262803,0.034044955206803534
biosemi160,D12,-0.024620528526836383,0.07577419532359801,0.051740708326427576
biosemi160,D13,-0.021117381188317852,0.06499261643154024,0.06599254519360476
biosemi160,D14,-0.02075693705055025,0.04890027925779353,0.07875856939272896
biosemi160,D15,-0.018559728603240507,0.032146392915501906,0.08744796107798183
biosemi160,D16,-0.032146392915501906,0.0185597286032405,0.08744796107798183
biosemi160,D17,-0.03756386393337817,0.03756386393337816,0.07875856939272896
biosemi160,D18,-0.040167645972476775,0.05528602170440377,0.06599254519360476
biosemi160,D19,-0.04683102818015692,0.06445738050424402,0.051740708326427576
biosemi160,D20,-0.04434507025861709,0.07680791475313632,0.034044955206803534
biosemi160,D21,-0.046778368268079885,0.0810225105354821,0.01649657687835839
biosemi160,D22,-0.04747106428340706,0.08222229522822926,-0.0033154521867375907
biosemi160,D23,-0.06713422292987928,0.06713422292987928,-0.0033154521867375907
biosemi160,D24,-0.0661546028304018,0.06615460283040178,0.01649657687835839
biosemi160,D25,-0.06271339978412406,0.06271339978412405,0.034044955206803534
biosemi160,D26,-0.06445738050424402,0.046831028180156914,0.051740708326427576
biosemi160,D27,-0.055286021704403776,0.04016764597247677,0.06599254519360476
biosemi160,D28,-0.04925509001020806,0.019900348119995297,0.07875856939272896
biosemi160,D29,-0.06499261643154024,0.02111738118831785,0.06599254519360476
biosemi160,D30,-0.07680791475313634,0.04434507025861708,0.034044955206803534
biosemi160,D31,-0.08102251053548211,0.04677836826807987,0.01649657687835839
biosemi160,D32,-0.08222229522822927,0.04747106428340704,-0.0033154521867375907
biosemi160,E1,-0.0172396631499565,-0.005601506113841495,0.09325458242752808
biosemi160,E2,-0.03711945720648101,-0.0,0.08744796107798183
biosemi160,E3,-0.05312332582972096,-0.0,0.07875856939272896
biosemi160,E4,-0.06833728103217185,-0.0,0.06599254519360476
biosemi160,E5,-0.07577419532359801,0.02462052852683638,0.051740708326427576
biosemi160,E6,-0.085668097262803,0.022954697478678933,0.034044955206803534
biosemi160,E7,-0.09036886804359878,0.024214265213196983,0.01649657687835839
biosemi160,E8,-0.09170705398554287,0.02457283105566358,-0.0033154521867375907
biosemi160,E9,-0.0949421285668141,-0.0,-0.0033154521867375907
biosemi160,E10,-0.09355673653615976,-0.0,0.01649657687835839
biosemi160,E11,-0.08869014051723417,-0.0,0.034044955206803534
biosemi160,E12,-0.07967370395481528,-0.0,0.051740708326427576
biosemi160,E13,-0.07577419532359801,-0.02462052852683638,0.051740708326427576
biosemi160,E14,-0.085668097262803,-0.022954697478678933,0.034044955206803534
biosemi160,E15,-0.09036886804359878,-0.024214265213196983,0.01649657687835839
biosemi160,E16,-0.09170705398554287,-0.02457283105566358,-0.0033154521867375907
biosemi160,E17,-0.08016377673515479,-0.046282578077298665,-0.021370350162667178
